"model","simulation","study","group","subjects","observer","time","value","sigma","BW","PODOSE_apap","IVDOSE_apap","PODOSE_co2c13","IVDOSE_co2c13","Ri_co2c13","ti_co2c13","PODOSE_metc13","IVDOSE_metc13","ti_metc13"
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",0.4,9.78,0.55,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",0.45,11.43,0.68,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",0.5,12.91,0.63,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",0.6666666667,17.31,0.68,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",0.8333333333,21,0.55,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",1,24,0.63,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",1.25,27.98,0.59,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",1.5,31.2,0.63,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",1.75,34.12,0.59,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",2,36.7,0.63,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",2.5,40.98,0.72,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2008","middle-aged",12,"cum_rec_metc13",3,44.49,0.72,67.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0,0,0.23,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.05,4.3,0.32,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.1,12.31,1.16,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.15,22.59,1.94,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.2,28.93,2.36,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.25,31.57,2.92,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.3,31.52,2.45,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.35,30.09,1.9,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.4,27.86,1.57,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.45,26.57,1.34,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.5,24.85,1.11,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.6666666667,20.08,0.69,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",0.8333333333,17.63,0.42,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",1,15.59,0.46,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",1.25,12.62,0.32,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",1.5,10.58,0.56,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",1.75,9.74,0.23,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",2,8.3,0.32,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",2.5,6.77,0.32,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline1",12,"mom_rec_metc13",3,5.37,0.28,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0,0,0.14,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.05,4.86,0.09,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.1,13.98,0.6,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.15,23.7,1.48,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.2,29.53,2.45,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.25,30.23,2.55,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.3,30.23,2.45,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.35,28.98,2.04,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.4,27.91,1.39,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.45,26.15,1.16,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.5,25.04,1.16,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.6666666667,20.68,0.46,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",0.8333333333,18,0.32,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",1,15.59,0.51,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",1.25,13.22,0.19,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",1.5,11.32,0.23,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",1.75,9.74,0.37,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",2,8.44,0.09,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",2.5,6.67,0.32,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","2d",12,"mom_rec_metc13",3,5.05,0.19,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0,0,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.05,4.48,1.13,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.1,13.54,1.23,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.15,25.85,2.88,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.2,33.63,3.35,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.25,35.05,2.92,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.3,34.15,2.17,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.35,32.64,1.7,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.4,28.92,1.42,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.45,27.55,1.18,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.5,25.66,1.08,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.6666666667,20.99,0.75,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",0.8333333333,17.83,1.08,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",1,16.08,0.52,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",1.25,12.88,0.9,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",1.5,10.85,0.52,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",1.75,9.76,0.85,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",2,8.4,0.75,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",2.5,6.6,0.75,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","baseline2",12,"mom_rec_metc13",3,5.05,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0,0,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.05,4.34,0.94,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.1,12.97,1.04,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.15,21.75,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.2,30.19,1.04,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.25,30.05,1.13,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.3,29.67,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.35,28.07,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.4,27.59,1.04,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.45,26.13,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.5,24.53,0.94,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.6666666667,20.19,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",0.8333333333,17.83,1.04,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",1,15.42,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",1.25,13.02,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",1.5,11.13,0.94,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",1.75,9.95,1.04,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",2,8.68,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",2.5,6.79,0.9,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2011","18d",12,"mom_rec_metc13",3,5.09,0.99,75,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0,0,0.26,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.05,4.55,0.48,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.1,11.86,2.44,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.15,20.44,3.44,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.2,26.79,3.76,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.25,29.92,3.44,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.3,33.25,3.97,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.35,33.31,4.02,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.4,33.47,3.44,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.45,31.72,3.12,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.5,30.08,3.12,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.6666666667,24.36,2.22,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",0.8333333333,21.03,1.8,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",1,17.81,1.54,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",1.25,14.42,0.9,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",1.5,12.36,0.85,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",1.75,10.62,0.64,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",2,9.09,0.64,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",2.5,7.35,0.53,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"mom_rec_metc13",3,5.88,0.74,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0,0,0.24,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.05,0.17,0.18,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.1,0.59,0.24,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.15,1.17,0.59,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.2,2.47,0.53,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.25,3.89,0.65,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.3,5.54,0.65,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.35,7.13,0.94,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.4,8.84,1,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.45,10.43,1.65,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.5,12.02,1.83,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.6666666667,16.56,1,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",0.8333333333,20.33,0.53,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",1,23.57,1.89,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",1.25,27.58,2.42,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",1.5,30.81,2.6,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",1.75,33.7,2.83,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",2,36.28,2.77,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",2.5,40.34,2.83,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_FX75",8,"cum_rec_metc13",3,43.62,3.01,50.9,0,0,0,0,0,10,75,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0,0,0.48,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.05,5.4,1.06,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.1,17.47,2.81,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.15,30.39,3.44,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.2,37.8,2.91,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.25,39.66,3.23,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.3,37.59,2.65,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.35,34.1,3.34,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.4,31.67,2.7,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.45,28.38,2.33,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.5,26.21,1.96,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.6666666667,21.03,1.27,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",0.8333333333,17.43,1.43,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",1,15.48,1.38,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",1.25,12.62,1.01,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",1.5,11.25,0.74,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",1.75,9.56,0.9,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",2,8.51,0.79,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",2.5,6.71,0.9,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"mom_rec_metc13",3,5.77,0.64,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0,0,0.35,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.05,0.12,0.35,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.1,0.7,0.35,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.15,1.88,0.41,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.2,3.59,0.18,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.25,5.54,0.53,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.3,7.6,0.65,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.35,9.37,0.77,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.4,10.96,0.77,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.45,12.38,0.94,50.9,0,0,0,0,0,10,50.9,0,10
"limax_pkpd_v42","methacetin","Kasicka-Jonderko2013a","F_LBMI_BMAD",8,"cum_rec_metc13",0.5,13.85,1.18,50.9,0,0,0,0,0,10,50.9,0,10
